OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,longitude,latitude,_source_layer_title,_source_layer_url
5910,B150095,15.0,Montgomery,0.0,None,Bradley Blvd,MD,191.0,  ,0.1,0.0,1.35,Md191-.10 Mi N Of Md190,Md 190 To Seven Locks Rd,Urban,4.0,Minor Arterial,15000MD00191  01NN**************,15000MD00191--1-----,1.0,South,2.0,F,0.0,10.52,53.43,50.1,49.9,3.6764,https://maps.roads.maryland.gov/itms_public/?stationid=B150095,8581.0,8330.0,7270.0,7291.0,7272.0,7463.0,7614.0,7805.0,7460.0,7461.0,9181.0,9000.0,7850.0,7871.0,7782.0,7993.0,8154.0,8355.0,7980.0,7911.0,,,,,,,NO ERROR,,,,,,,,,,,2,10.52,53.43,50.1,49.9,"8,581","8,330","7,270","7,291","7,272","7,463","7,614","7,805","7,460","7,461","9,181","9,000","7,850","7,871","7,782","7,993","8,154","8,355","7,980","7,911",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.17997634803362,39.00332833831838,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5911,S2010160125,16.0,Prince George's,0.0,None,Ramp 4 Fr Md 295 Nb To Powder Mill Rd Eb,RP,295.0,  ,0.1,0.0,0.22,Exit 8 Ramp 4 Fr Md 295 Nb To Powder Mill Rd Eb ,Exit 8  Ramp 04 Baltimore Washington Pkwy To Powder Mill Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00295  02NNMD8         04,16000RP00295--100804,2.0,North,2.0,F,0.0,9.18,100.0,100.0,0.0,0.1327,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160125,1610.0,1621.0,1612.0,1623.0,1624.0,1675.0,1620.0,1661.0,1652.0,1653.0,1720.0,1751.0,1742.0,1753.0,1744.0,1795.0,1730.0,1781.0,1772.0,1753.0,,,,,,,NO ERROR,,,,,,,,,,,2,9.18,100,100,0,"1,610","1,621","1,612","1,623","1,624","1,675","1,620","1,661","1,652","1,653","1,720","1,751","1,742","1,753","1,744","1,795","1,730","1,781","1,772","1,753",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.85238816163307,39.03191456126488,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5913,S2012150649,15.0,Montgomery,0.0,None,Notley Rd,CO,78.0,  ,0.15,0.0,1.31,Notley Rd - .10 Mile West Of Md 650,New Hampshire Ave To Bonifant Rd,Urban,5.0,Major Collector,15000CO00078  01WW**************,15000CO00078--1-----,1.0,East,2.0,F,0.0,8.79,58.35,49.48,50.52,2.3482,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150649,,,4560.0,4571.0,4562.0,4683.0,4774.0,4895.0,4910.0,4911.0,,,4930.0,4941.0,4882.0,5013.0,5114.0,5195.0,5210.0,5401.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.79,58.35,49.48,50.52,N/A,N/A,"4,560","4,571","4,562","4,683","4,774","4,895","4,910","4,911",N/A,N/A,"4,930","4,941","4,882","5,013","5,114","5,195","5,210","5,401",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.00388037543881,39.08111752625032,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5914,B020047,2.0,Anne Arundel,0.0,None,Odenton Rd,CO,4645.0,  ,0.25,0.0,0.347,Odenton Rd-.10 Mi W Of Piney Orchard Pkwy,Road End To Piney Orchard Pkwy,Urban,7.0,Local,02000CO04645  01EE**************,02000CO04645--1-----,1.0,West,2.0,F,0.0,9.64,53.78,51.09,48.91,0.4055,https://maps.roads.maryland.gov/itms_public/?stationid=B020047,3265.0,2770.0,2751.0,2762.0,2880.0,2961.0,3022.0,3230.0,3201.0,3202.0,3505.0,2990.0,2971.0,2982.0,3080.0,3171.0,3232.0,3420.0,3391.0,3522.0,46.0,2541.0,413.0,47.0,120.0,35.0,NO ERROR,155.0,,,0.01436602,0.79356652,0.12898189,0.01467833,0.03747658,0.01093067,0.04840725,2,9.64,53.78,51.09,48.91,"3,265","2,770","2,751","2,762","2,880","2,961","3,022","3,230","3,201","3,202","3,505","2,990","2,971","2,982","3,080","3,171","3,232","3,420","3,391","3,522",46,"2,541",47,413,120,35,155,-76.7012675934368,39.08508403751209,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5916,S2012161236,16.0,Prince George's,13.0,Bowie,Trinity Dr,MU,3000.0,  ,0.34,0.0,0.36,Trinity Dr - Between Md 450 & Traymore La,Belair Dr To Annapolis Rd,Urban,6.0,Minor Collector,16013MU03000  01NN**************,16013MU03000--1-----,1.0,North,2.0,F,0.0,10.8,54.96,52.3,47.7,0.4272,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161236,,,3210.0,3221.0,3212.0,3303.0,3374.0,3465.0,3250.0,3251.0,,,3470.0,3481.0,3442.0,3533.0,3614.0,3675.0,3450.0,3581.0,,,,,,,NO ERROR,,,,,,,,,,,2,10.8,54.96,52.3,47.7,N/A,N/A,"3,210","3,221","3,212","3,303","3,374","3,465","3,250","3,251",N/A,N/A,"3,470","3,481","3,442","3,533","3,614","3,675","3,450","3,581",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.74776895598445,38.97528422935306,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5920,S2012150744,15.0,Montgomery,0.0,None,Montgomery La,CO,367.0,  ,0.11,0.0,0.13,Montgomery La - Between Md 355 & East La,Woodmont Ave To Wisconsin Ave,Urban,5.0,Major Collector,15000CO00367  01EE**************,15000CO00367--1-----,1.0,East,2.0,F,0.0,8.95,100.0,100.0,0.0,0.5279,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150744,,,10470.0,10491.0,10462.0,10733.0,10944.0,11215.0,11115.0,11125.0,,,11310.0,11331.0,11192.0,11483.0,11714.0,11895.0,11785.0,12245.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.95,100,100,0,N/A,N/A,"10,470","10,491","10,462","10,733","10,944","11,215","11,115","11,125",N/A,N/A,"11,310","11,331","11,192","11,483","11,714","11,895","11,785","12,245",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.09426510886061,38.983508248392965,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5923,S2012151313,15.0,Montgomery,0.0,None,Ramp 4 Fr Md 97 Nb To Md 200 Eb,RP,200.0,  ,0.06,0.0,0.452,Exit 9 Ramp 4 Fr Md 97 Nb To Md 200 Eb,Exit 8  Ramp 04 Md 97 Nb To Md 200 Eb,Urban,2.0,Principal Arterial Other Freeways and Expressways,15000RP00200  02NNMD8         04,15000RP00200--100804,2.0,East,1.0,F,0.0,9.44,100.0,100.0,0.0,0.2466,https://maps.roads.maryland.gov/itms_public/?stationid=S2012151313,,,1380.0,1381.0,1382.0,1423.0,1454.0,1495.0,1485.0,1495.0,,,1490.0,1491.0,1482.0,1523.0,1564.0,1605.0,1595.0,1595.0,,,,,,,NO ERROR,,,,,,,,,,,1,9.44,100,100,0,N/A,N/A,"1,380","1,381","1,382","1,423","1,454","1,495","1,485","1,495",N/A,N/A,"1,490","1,491","1,482","1,523","1,564","1,605","1,595","1,595",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.07493725365153,39.11455363779143,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5924,B2854,15.0,Montgomery,0.0,None,Piney Branch Rd,MD,320.0,  ,0.28,0.0,0.39,Md320-.10 Mi S Of Md410,Washington Dc/l To Md 410,Urban,4.0,Minor Arterial,15000MD00320  01NN**************,15000MD00320--1-----,1.0,North,3.0,F,1.0,8.85,61.37,49.68,50.32,1.9834,https://maps.roads.maryland.gov/itms_public/?stationid=B2854,13180.0,13231.0,13132.0,13163.0,13124.0,13475.0,13730.0,14061.0,13932.0,13933.0,14100.0,14291.0,14182.0,14223.0,14044.0,14425.0,14690.0,15051.0,14912.0,14773.0,,,,,,,NO ERROR,,,,,,,,,,,3,8.85,61.37,49.68,50.32,"13,180","13,231","13,132","13,163","13,124","13,475","13,730","14,061","13,932","13,933","14,100","14,291","14,182","14,223","14,044","14,425","14,690","15,051","14,912","14,773",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.01594608819431,38.98163270532689,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5925,S2011020781,2.0,Anne Arundel,0.0,None,Duke Of Kent Dr                         ,CO,2639.0,  ,0.08,0.0,0.26,Duke Of Kent Dr - .10 Mile South Of Md 424,Davidsonville Rd To Crofton Pkwy,Urban,6.0,Minor Collector,02000CO02639  01SS**************,02000CO02639--1-----,1.0,North,2.0,F,0.0,11.83,57.27,48.62,51.38,0.5629,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020781,,5930.0,5881.0,5892.0,5873.0,6034.0,6155.0,5980.0,5931.0,5932.0,,6400.0,6351.0,6362.0,6283.0,6464.0,6605.0,6340.0,6291.0,6532.0,,,,,,,NO ERROR,,,,,,,,,,,2,11.83,57.27,48.62,51.38,N/A,"5,930","5,881","5,892","5,873","6,034","6,155","5,980","5,931","5,932",N/A,"6,400","6,351","6,362","6,283","6,464","6,605","6,340","6,291","6,532",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.68969672933365,39.01495443703047,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5928,S2000160239,16.0,Prince George's,0.0,None,Ramp 4 Fr Md 5 Nb To Is 95 Nb,RP,95.0,  ,0.1,0.0,0.256,Exit 7 Ramp 4 Fr Md 5 Nb To Is 95 Eb,Exit 7  Ramp 04 Branch Ave To Capital Beltway,Urban,1.0,Interstate,16000RP00095  02NNIS7         04,16000RP00095--100704,2.0,East,1.0,F,0.0,6.11,100.0,100.0,0.0,2.4363,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160239,23800.0,23821.0,23942.0,24163.0,24144.0,24725.0,25430.0,26041.0,25892.0,26073.0,25230.0,25251.0,25382.0,25613.0,25354.0,25965.0,26700.0,27081.0,26932.0,27123.0,,,,,,,NO ERROR,,,,,,,,,,,1,6.11,100,100,0,"23,800","23,821","23,942","24,163","24,144","24,725","25,430","26,041","25,892","26,073","25,230","25,251","25,382","25,613","25,354","25,965","26,700","27,081","26,932","27,123",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.91579958356554,38.81791916765537,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5931,S2001150114,15.0,Montgomery,0.0,None,Ramp 1 Fr Is 270 Nb To Md 927 Wb,RP,270.0,  ,0.1,0.0,0.26,Exit 4 Ramp 1 Fr Is 270 Nb To Md 927 Wb (montrose Rd),Exit 4  Ramp 01 Eisenhower Memorial Hwy To Montrose Rd,Urban,1.0,Interstate,15000RP00270  02NNIS4         01,15000RP00270--100401,2.0,North,1.0,F,0.0,8.54,100.0,100.0,0.0,0.4244,https://maps.roads.maryland.gov/itms_public/?stationid=S2001150114,3805.0,4160.0,4181.0,4222.0,4223.0,4570.0,4671.0,4470.0,4441.0,4472.0,4005.0,4410.0,4431.0,4482.0,4433.0,4800.0,4911.0,4650.0,4621.0,4652.0,,,,,,,NO ERROR,,,,,,,,,,,1,8.54,100,100,0,"3,805","4,160","4,181","4,222","4,223","4,570","4,671","4,470","4,441","4,472","4,005","4,410","4,431","4,482","4,433","4,800","4,911","4,650","4,621","4,652",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.15326800631544,39.057747533443326,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5933,B3172,16.0,Prince George's,0.0,None,Laurel Bowie Rd,MD,197.0,  ,3.18,1.65,3.28,Md197-.10 Mi N Of Md450b,Is 595/us 50 To Md 450,Urban,4.0,Minor Arterial,16000MD00197  01NN**************,16000MD00197--1-----,1.0,South,4.0,F,0.0,8.0,52.52,51.5,48.5,18.9206,https://maps.roads.maryland.gov/itms_public/?stationid=B3172,28920.0,29041.0,28812.0,30230.0,33030.0,33891.0,34542.0,32090.0,31801.0,31802.0,30940.0,31361.0,31122.0,32650.0,35340.0,36261.0,36962.0,34340.0,34031.0,33712.0,344.0,27732.0,2761.0,244.0,525.0,196.0,NO ERROR,721.0,,,0.01081693,0.87202063,0.08681844,0.00767247,0.0165084,0.00616313,0.02267153,4,8,52.52,51.5,48.5,"28,920","29,041","28,812","30,230","33,030","33,891","34,542","32,090","31,801","31,802","30,940","31,361","31,122","32,650","35,340","36,261","36,962","34,340","34,031","33,712",344,"27,732",244,"2,761",525,196,721,-76.7556646146309,38.97245382291618,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5934,B160024,16.0,Prince George's,13.0,Bowie,Chapel Forge Dr,MU,410.0,  ,0.31,0.0,0.36,Chapel Forge Dr-between Old Chapel Rd & Craft La,Cherrywood La To Old Chapel Rd,Urban,5.0,Major Collector,16013MU00410  01NN**************,16013MU00410--1-----,1.0,South,3.0,F,0.0,11.32,56.07,43.9,56.1,0.2578,https://maps.roads.maryland.gov/itms_public/?stationid=B160024,3365.0,3000.0,2981.0,2992.0,1750.0,1801.0,1842.0,1980.0,1961.0,1962.0,3605.0,3240.0,3221.0,3232.0,1870.0,1931.0,1972.0,2100.0,2081.0,2162.0,11.0,1640.0,260.0,0.0,40.0,11.0,NO ERROR,51.0,,,0.00560652,0.83588175,0.13251784,0.0,0.02038736,0.00560652,0.02599388,3,11.32,56.07,43.9,56.1,"3,365","3,000","2,981","2,992","1,750","1,801","1,842","1,980","1,961","1,962","3,605","3,240","3,221","3,232","1,870","1,931","1,972","2,100","2,081","2,162",11,"1,640",0,260,40,11,51,-76.74493034975525,38.99048452450508,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5944,B150056,15.0,Montgomery,0.0,None,Georgia Ave,US,29.0,  ,0.72,0.18,0.82,Us 29-.10 Mi S Of Md97/md384,Md 410 To Md 97/md 384,Urban,3.0,Principal Arterial Other,15000US00029  01NN**************,15000US00029--1-----,1.0,North,6.0,C,1.0,7.35,55.88,51.64,48.36,8.9118,https://maps.roads.maryland.gov/itms_public/?stationid=B150056,40510.0,40671.0,40352.0,37560.0,37451.0,38432.0,34810.0,35651.0,35332.0,38150.0,43350.0,43931.0,43582.0,40570.0,40071.0,41122.0,37250.0,38151.0,37812.0,40440.0,,,,,,,NO ERROR,,,,,,,,,,,6,7.35,55.88,51.64,48.36,"40,510","40,671","40,352","37,560","37,451","38,432","34,810","35,651","35,332","38,150","43,350","43,931","43,582","40,570","40,071","41,122","37,250","38,151","37,812","40,440",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.02702558192188,38.99501287786946,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5945,B0747,2.0,Anne Arundel,0.0,None,Reece Rd,MD,174.0,  ,0.1,0.0,1.64,Md174-.10 Mi E Of Jacobs Rd W,Jacobs Rd/reece Rd (back) To Severn Rd,Urban,4.0,Minor Arterial,02000MD00174  01EE**************,02000MD00174--1-----,1.0,East,2.0,F,0.0,9.61,53.13,45.7,54.3,7.9261,https://maps.roads.maryland.gov/itms_public/?stationid=B0747,9851.0,9892.0,11180.0,11201.0,11172.0,11463.0,11684.0,11965.0,13240.0,13241.0,10541.0,10682.0,12070.0,12101.0,11952.0,12273.0,12504.0,12805.0,14170.0,14041.0,,,,,,,NO ERROR,,,,,,,,,,,2,9.61,53.13,45.7,54.3,"9,851","9,892","11,180","11,201","11,172","11,463","11,684","11,965","13,240","13,241","10,541","10,682","12,070","12,101","11,952","12,273","12,504","12,805","14,170","14,041",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.71539153784937,39.11870817204143,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5947,S2000150028,15.0,Montgomery,0.0,None,Ramp 5 Fr Is 270 Sb To Shady Grove Rd,RP,270.0,  ,0.23,0.22,0.25,Exit 8 Ramp 5 Fr Is 270 Sb To Shady Grove Rd Eb,Exit 8  Ramp 05 Ramp 8 Fr Ramp 5 To Shady Grove Rd To Shady Grove Rd,Urban,1.0,Interstate,15000RP00270  02EEIS8         05,15000RP00270--100805,2.0,East,2.0,F,0.0,8.88,100.0,100.0,0.0,0.0387,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150028,3005.0,3240.0,3261.0,3292.0,3293.0,3370.0,3441.0,3522.0,3503.0,3534.0,3205.0,3430.0,3461.0,3492.0,3463.0,3540.0,3611.0,3662.0,3643.0,3684.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.88,100,100,0,"3,005","3,240","3,261","3,292","3,293","3,370","3,441","3,522","3,503","3,534","3,205","3,430","3,461","3,492","3,463","3,540","3,611","3,662","3,643","3,684",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.18839290827228,39.10957339208979,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5949,B3344,16.0,Prince George's,0.0,None,Baltimore Washington Pkwy,MD,295.0,  ,10.91,9.65,11.51,Md295-.60 Mi S Of Md197,Powder Mill Rd To Md 197,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000MD00295  01NN**************,16000MD00295--1-----,1.0,South,4.0,F,1.0,5.9,52.17,49.82,50.18,79.6499,https://maps.roads.maryland.gov/itms_public/?stationid=B3344,107702.0,107070.0,106211.0,106422.0,106800.0,109581.0,111662.0,118390.0,117321.0,117322.0,115242.0,115640.0,114711.0,114942.0,114280.0,117251.0,119482.0,126680.0,125531.0,124362.0,,,,,,,NO ERROR,,,,,,,,,,,4,5.9,52.17,49.82,50.18,"107,702","107,070","106,211","106,422","106,800","109,581","111,662","118,390","117,321","117,322","115,242","115,640","114,711","114,942","114,280","117,251","119,482","126,680","125,531","124,362",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.84236357212006,39.04979661675947,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5953,B3240,16.0,Prince George's,0.0,None,Baltimore Washington Pkwy,MD,295.0,  ,12.01,11.51,12.36,Md295-.50 Mi N Of Md197,Md 197 To Anne Arundel Co/l,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000MD00295  01NN**************,16000MD00295--1-----,1.0,South,4.0,F,1.0,5.65,51.2,50.22,49.78,33.7499,https://maps.roads.maryland.gov/itms_public/?stationid=B3240,90132.0,92450.0,91711.0,91892.0,96410.0,98921.0,107200.0,109771.0,108782.0,108783.0,96442.0,99850.0,99051.0,99242.0,103160.0,105851.0,114700.0,117461.0,116402.0,115313.0,56.0,84606.0,20206.0,1374.0,2218.0,323.0,NO ERROR,2541.0,,,0.00051479,0.7777502,0.18574593,0.01263065,0.02038922,0.00296921,0.02335843,4,5.65,51.2,50.22,49.78,"90,132","92,450","91,711","91,892","96,410","98,921","107,200","109,771","108,782","108,783","96,442","99,850","99,051","99,242","103,160","105,851","114,700","117,461","116,402","115,313",56,"84,606","1,374","20,206",2218,323,"2,541",-76.83463966866098,39.06457349572466,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5956,S2012150642,15.0,Montgomery,0.0,None,Glen Rd                                 ,CO,53.0,  ,0.61,0.0,0.94,Glen Rd - Between S Glen Rd & Piney Meetinghouse Rd,Glen Mill Rd To Piney Meetinghouse Rd,Urban,5.0,Major Collector,15000CO00053  01WW**************,15000CO00053--1-----,1.0,East,2.0,F,0.0,14.06,83.39,48.88,51.12,1.3178,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150642,,,3700.0,3711.0,3702.0,3803.0,3884.0,3985.0,3840.0,3841.0,,,4000.0,4011.0,3962.0,4073.0,4164.0,4225.0,4070.0,4231.0,,,,,,,NO ERROR,,,,,,,,,,,2,14.06,83.39,48.88,51.12,N/A,N/A,"3,700","3,711","3,702","3,803","3,884","3,985","3,840","3,841",N/A,N/A,"4,000","4,011","3,962","4,073","4,164","4,225","4,070","4,231",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.22737445561029,39.04711871831098,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5960,S2005150090,15.0,Montgomery,0.0,None,Ramp 7 Fr Md 189 Wb To Is 270 Sb,RP,270.0,  ,0.04,0.0,0.07,Exit 5 Ramp 7 Fr Md 189 Wb To Is 270 Sb,Exit 5  Ramp 07 Falls Rd To Ramp 6 Fr Md 189 Eb To Ramp 7 (to Is270),Urban,1.0,Interstate,15000RP00270  02SSIS5         07,15000RP00270--100507,2.0,South,2.0,F,0.0,6.88,100.0,0.0,100.0,0.1748,https://maps.roads.maryland.gov/itms_public/?stationid=S2005150090,5505.0,6170.0,6201.0,6262.0,6263.0,6414.0,6555.0,6830.0,6791.0,6842.0,5805.0,6540.0,6571.0,6642.0,6583.0,6744.0,6885.0,7100.0,7061.0,7122.0,,,,,,,NO ERROR,,,,,,,,,,,2,6.88,100,0,100,"5,505","6,170","6,201","6,262","6,263","6,414","6,555","6,830","6,791","6,842","5,805","6,540","6,571","6,642","6,583","6,744","6,885","7,100","7,061","7,122",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.1644951812791,39.07315916276698,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5963,B3265,16.0,Prince George's,0.0,None,East West Hwy,MD,410.0,  ,2.85,2.65,3.17,Md410-.20 Mi E Of Md500,Md 500 To Us 1,Urban,3.0,Principal Arterial Other,16000MD00410  01EE**************,16000MD00410--1-----,1.0,East,5.0,C,2.0,6.96,53.31,48.83,51.17,9.1047,https://maps.roads.maryland.gov/itms_public/?stationid=B3265,48370.0,48561.0,48172.0,47920.0,47781.0,49022.0,48110.0,49271.0,48832.0,47970.0,51760.0,52451.0,52032.0,51750.0,51131.0,52452.0,51480.0,52721.0,52252.0,50850.0,,,,,,,NO ERROR,,,,,,,,,,,5,6.96,53.31,48.83,51.17,"48,370","48,561","48,172","47,920","47,781","49,022","48,110","49,271","48,832","47,970","51,760","52,451","52,032","51,750","51,131","52,452","51,480","52,721","52,252","50,850",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.94460366699381,38.9660465688966,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5966,S2000160204,16.0,Prince George's,0.0,None,Ramp 6 Fr Md 450 Eb To Ramp 7 (to Is 95),RP,95.0,  ,0.02,0.0,0.03,Exit 20 Ramp 6 Fr Md 450 Eb To Ramp 7 (to Is 95 Sb),Exit 20 Ramp 06 Annapolis Rd To Ramp 7 Fr Md 450 Wb To Is 95 Sb,Urban,1.0,Interstate,16000RP00095  02NNIS20        06,16000RP00095--102006,2.0,North,1.0,F,0.0,7.08,100.0,100.0,0.0,0.0626,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160204,,5260.0,5291.0,5342.0,5343.0,5474.0,5570.0,5701.0,5672.0,5713.0,,0.0,5611.0,5662.0,5613.0,5754.0,5850.0,5931.0,5902.0,5943.0,,,,,,,NO ERROR,,,,,,,,,,,1,7.08,100,100,0,N/A,"5,260","5,291","5,342","5,343","5,474","5,570","5,701","5,672","5,713",N/A,0,"5,611","5,662","5,613","5,754","5,850","5,931","5,902","5,943",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.86755836667054,38.95909661174026,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5968,S2012161047,16.0,Prince George's,0.0,None,White House Rd,CO,97.0,  ,0.09,0.0,2.03,White House Rd - .10 Mi West Of Md 202,Largo Rd To Ritchie Marlboro Rd,Urban,4.0,Minor Arterial,16000CO00097  01WW**************,16000CO00097--1-----,1.0,East,2.0,F,0.0,8.39,55.78,50.85,49.15,11.3595,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161047,,,13280.0,13311.0,13272.0,13623.0,13884.0,14225.0,15330.0,15331.0,,,14340.0,14381.0,14202.0,14583.0,14864.0,15225.0,16400.0,16251.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.39,55.78,50.85,49.15,N/A,N/A,"13,280","13,311","13,272","13,623","13,884","14,225","15,330","15,331",N/A,N/A,"14,340","14,381","14,202","14,583","14,864","15,225","16,400","16,251",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.80331445799797,38.87506764524208,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
